1 0.000998974
2 0.00166607
3 0.0112221
4 0.00158405
5 0.00193214
6 0.00189304
7 0.00796103
8 0.00372505
9 0.00387311
10 0.00361609
11 0.00497985
12 0.00550199
13 0.00731897
14 0.0186841
15 0.00832105
16 0.00878406
17 0.0165739
18 0.00455093
19 0.0153151
20 0.0136471
20 0.016181
21 0.060962
22 0.023006
23 0.0298271
24 0.0312872
25 0.0414979
26 0.039906
27 0.144121
28 0.0957329
29 0.0730159
30 0.0881319
31 0.149205
32 0.079222
33 0.148742
34 0.050385
35 0.180293
36 0.146127
37 0.137541
38 0.066062
39 0.15359
40 0.152486
41 0.172791
42 0.111156
43 0.174377
44 0.201282
45 0.108271
46 0.157727
47 0.267123
48 0.11823
49 0.190699
50 0.289857
51 0.217833
52 0.243336
53 0.170209
54 0.207781
55 0.193142
