2 0.00476431276
3 0.013829006
4 0.014778356
5 0.025116212
6 0.0288988
7 0.04726024
8 0.03712078
9 0.003288412
10 0.003672124
11 0.004008436
12 0.002397442
13 0.004081058
14 0.007514424
15 0.00324836
16 0.013461204
17 0.00742522
18 0.010612234
19 0.009965562
20 0.008801554
21 0.009039016
22 0.00741439
23 0.009481586
24 0.012362038
25 0.02407926
26 0.03155077
27 0.042310204
28 0.0283172
29 0.032844632
30 0.024664158
31 0.020697406
32 0.039086596
33 0.026143408
34 0.06615764
35 0.02277288
36 0.05627992
37 0.08824196
38 0.04046378
39 0.0360342
40 0.01624218
41 0.06300162
42 0.04019198
43 0.0853864
44 0.05716064
45 0.07534418
46 0.09750402
47 0.04673566
48 0.14537598
49 0.12625064
50 0.06245898
51 0.06664996
